District,Crime_Type,Year,Total,Prev_Year_Total,YoY_Change,YoY_Pct
Kasganj,Crimes Against SCs,2022,111,97,14,14.4
Kasganj,Crimes Against SCs,2023,114,111,3,2.7
Kasganj,Crimes Against STs,2016,0,0,0,
Kasganj,Crimes Against STs,2018,0,0,0,
Kasganj,Crimes Against STs,2019,0,0,0,
Kasganj,Crimes Against STs,2020,0,0,0,
Kasganj,Crimes Against STs,2021,0,0,0,
Kasganj,Crimes Against STs,2022,0,0,0,
Kasganj,Crimes Against STs,2023,0,0,0,
Kasganj,Crimes Against Women,2018,470,319,151,47.3
Kasganj,Crimes Against Women,2019,572,470,102,21.7
Kasganj,Crimes Against Women,2020,751,572,179,31.3
Kasganj,Crimes Against Women,2021,801,751,50,6.7
Kasganj,Crimes Against Women,2022,646,801,-155,-19.4
Kasganj,Crimes Against Women,2023,822,646,176,27.2
Kasganj,Cyber Crimes,2019,49,20,29,145.0
Kasganj,Cyber Crimes,2020,40,49,-9,-18.4
Kasganj,Cyber Crimes,2021,26,40,-14,-35.0
Kasganj,Cyber Crimes,2022,51,26,25,96.2
Kasganj,Cyber Crimes,2023,70,51,19,37.3
Kasganj,IPC Crimes,2018,2014,1489,525,35.3
Kasganj,IPC Crimes,2019,2187,2014,173,8.6
Kasganj,IPC Crimes,2020,3055,2187,868,39.7
Kasganj,IPC Crimes,2021,2799,3055,-256,-8.4
Kasganj,IPC Crimes,2022,2925,2799,126,4.5
Kasganj,IPC Crimes,2023,3142,2925,217,7.4
Kasganj,Juvenile IPC,2019,0,0,0,
Kasganj,Juvenile IPC,2020,0,0,0,
Kasganj,Juvenile IPC,2021,0,0,0,
Kasganj,Juvenile IPC,2022,0,0,0,
Kasganj,Juvenile IPC,2023,0,0,0,
Kasganj,Juvenile SLL,2019,0,0,0,
Kasganj,Juvenile SLL,2020,0,0,0,
Kasganj,Juvenile SLL,2021,0,0,0,
Kasganj,Juvenile SLL,2022,0,0,0,
Kasganj,Juvenile SLL,2023,0,0,0,
Kasganj,Missing Persons,2019,0,0,0,
Kasganj,Missing Persons,2020,0,0,0,
Kasganj,Missing Persons,2021,86,0,86,inf
Kasganj,Missing Persons,2022,0,86,-86,-100.0
Kasganj,Missing Persons,2023,0,0,0,
Kasganj,SLL Crimes,2018,2484,1381,1103,79.9
Kasganj,SLL Crimes,2019,2628,2484,144,5.8
Kasganj,SLL Crimes,2020,1064,2628,-1564,-59.5
Kasganj,SLL Crimes,2021,5569,1064,4505,423.4
Kasganj,SLL Crimes,2022,4126,5569,-1443,-25.9
Kasganj,SLL Crimes,2023,2911,4126,-1215,-29.4
Kaushambi,Crimes Against Children,2018,218,265,-47,-17.7
Kaushambi,Crimes Against Children,2019,216,218,-2,-0.9
Kaushambi,Crimes Against Children,2020,289,216,73,33.8
Kaushambi,Crimes Against Children,2021,182,289,-107,-37.0
Kaushambi,Crimes Against Children,2022,211,182,29,15.9
Kaushambi,Crimes Against Children,2023,287,211,76,36.0
Kaushambi,Crimes Against SCs,2018,102,115,-13,-11.3
Kaushambi,Crimes Against SCs,2019,132,102,30,29.4
Kaushambi,Crimes Against SCs,2020,154,132,22,16.7
Kaushambi,Crimes Against SCs,2021,129,154,-25,-16.2
Kaushambi,Crimes Against SCs,2022,190,129,61,47.3
Kaushambi,Crimes Against SCs,2023,203,190,13,6.8
Kaushambi,Crimes Against STs,2016,0,9,-9,-100.0
Kaushambi,Crimes Against STs,2018,0,0,0,
Kaushambi,Crimes Against STs,2019,0,0,0,
Kaushambi,Crimes Against STs,2020,0,0,0,
Kaushambi,Crimes Against STs,2021,0,0,0,
Kaushambi,Crimes Against STs,2022,0,0,0,
Kaushambi,Crimes Against STs,2023,0,0,0,
Kaushambi,Crimes Against Women,2018,375,498,-123,-24.7
Kaushambi,Crimes Against Women,2019,343,375,-32,-8.5
Kaushambi,Crimes Against Women,2020,377,343,34,9.9
Kaushambi,Crimes Against Women,2021,360,377,-17,-4.5
Kaushambi,Crimes Against Women,2022,392,360,32,8.9
Kaushambi,Crimes Against Women,2023,564,392,172,43.9
Kaushambi,Cyber Crimes,2019,42,28,14,50.0
Kaushambi,Cyber Crimes,2020,80,42,38,90.5
Kaushambi,Cyber Crimes,2021,39,80,-41,-51.2
Kaushambi,Cyber Crimes,2022,55,39,16,41.0
Kaushambi,Cyber Crimes,2023,54,55,-1,-1.8
Kaushambi,IPC Crimes,2018,2419,2145,274,12.8
Kaushambi,IPC Crimes,2019,2223,2419,-196,-8.1
Kaushambi,IPC Crimes,2020,4678,2223,2455,110.4
Kaushambi,IPC Crimes,2021,2573,4678,-2105,-45.0
Kaushambi,IPC Crimes,2022,2800,2573,227,8.8
Kaushambi,IPC Crimes,2023,3381,2800,581,20.8
Kaushambi,Juvenile IPC,2019,0,0,0,
Kaushambi,Juvenile IPC,2020,0,0,0,
Kaushambi,Juvenile IPC,2021,0,0,0,
Kaushambi,Juvenile IPC,2022,0,0,0,
Kaushambi,Juvenile IPC,2023,0,0,0,
Kaushambi,Juvenile SLL,2019,0,0,0,
Kaushambi,Juvenile SLL,2020,0,0,0,
Kaushambi,Juvenile SLL,2021,0,0,0,
Kaushambi,Juvenile SLL,2022,0,0,0,
Kaushambi,Juvenile SLL,2023,0,0,0,
Kaushambi,Missing Persons,2019,0,0,0,
Kaushambi,Missing Persons,2020,0,0,0,
Kaushambi,Missing Persons,2021,0,0,0,
Kaushambi,Missing Persons,2022,210,0,210,inf
Kaushambi,Missing Persons,2023,287,210,77,36.7
Kaushambi,SLL Crimes,2018,2272,1724,548,31.8
Kaushambi,SLL Crimes,2019,3381,2272,1109,48.8
Kaushambi,SLL Crimes,2020,3027,3381,-354,-10.5
Kaushambi,SLL Crimes,2021,1936,3027,-1091,-36.0
Kaushambi,SLL Crimes,2022,3754,1936,1818,93.9
Kaushambi,SLL Crimes,2023,2631,3754,-1123,-29.9
Khiri,Crimes Against Children,2018,197,352,-155,-44.0
Khiri,Crimes Against Children,2019,426,197,229,116.2
Khiri,Crimes Against Children,2020,237,426,-189,-44.4
Khiri,Crimes Against Children,2021,146,237,-91,-38.4
Khiri,Crimes Against Children,2022,360,146,214,146.6
Khiri,Crimes Against Children,2023,332,360,-28,-7.8
Khiri,Crimes Against SCs,2018,345,237,108,45.6
Khiri,Crimes Against SCs,2019,410,345,65,18.8
Khiri,Crimes Against SCs,2020,279,410,-131,-32.0
Khiri,Crimes Against SCs,2021,446,279,167,59.9
Khiri,Crimes Against SCs,2022,317,446,-129,-28.9
Khiri,Crimes Against SCs,2023,370,317,53,16.7
Khiri,Crimes Against STs,2016,0,0,0,
Khiri,Crimes Against STs,2018,0,0,0,
Khiri,Crimes Against STs,2019,0,0,0,
Khiri,Crimes Against STs,2020,0,0,0,
Khiri,Crimes Against STs,2021,0,0,0,
Khiri,Crimes Against STs,2022,0,0,0,
Khiri,Crimes Against STs,2023,0,0,0,
Khiri,Crimes Against Women,2018,1012,797,215,27.0
Khiri,Crimes Against Women,2019,1110,1012,98,9.7
Khiri,Crimes Against Women,2020,1163,1110,53,4.8
Khiri,Crimes Against Women,2021,731,1163,-432,-37.1
Khiri,Crimes Against Women,2022,829,731,98,13.4
Khiri,Crimes Against Women,2023,561,829,-268,-32.3
Khiri,Cyber Crimes,2019,79,112,-33,-29.5
Khiri,Cyber Crimes,2020,98,79,19,24.1
Khiri,Cyber Crimes,2021,48,98,-50,-51.0
Khiri,Cyber Crimes,2022,71,48,23,47.9
Khiri,Cyber Crimes,2023,37,71,-34,-47.9
Khiri,IPC Crimes,2018,5884,4425,1459,33.0
Khiri,IPC Crimes,2019,7553,5884,1669,28.4
Khiri,IPC Crimes,2020,6136,7553,-1417,-18.8
Khiri,IPC Crimes,2021,5218,6136,-918,-15.0
Khiri,IPC Crimes,2022,9100,5218,3882,74.4
Khiri,IPC Crimes,2023,6417,9100,-2683,-29.5
Khiri,Juvenile IPC,2019,1,0,1,inf
Khiri,Juvenile IPC,2020,0,1,-1,-100.0
Khiri,Juvenile IPC,2021,0,0,0,
Khiri,Juvenile IPC,2022,0,0,0,
Khiri,Juvenile IPC,2023,0,0,0,
Khiri,Juvenile SLL,2019,0,0,0,
Khiri,Juvenile SLL,2020,0,0,0,
Khiri,Juvenile SLL,2021,0,0,0,
Khiri,Juvenile SLL,2022,0,0,0,
Khiri,Juvenile SLL,2023,0,0,0,
Khiri,Missing Persons,2019,0,0,0,
Khiri,Missing Persons,2020,0,0,0,
Khiri,Missing Persons,2021,81,0,81,inf
Khiri,Missing Persons,2022,0,81,-81,-100.0
Khiri,Missing Persons,2023,125,0,125,inf
Khiri,SLL Crimes,2018,3099,2514,585,23.3
Khiri,SLL Crimes,2019,4514,3099,1415,45.7
Khiri,SLL Crimes,2020,6374,4514,1860,41.2
Khiri,SLL Crimes,2021,8112,6374,1738,27.3
Khiri,SLL Crimes,2022,8847,8112,735,9.1
Khiri,SLL Crimes,2023,9430,8847,583,6.6
Kushi Nagar,Crimes Against Children,2018,305,209,96,45.9
Kushi Nagar,Crimes Against Children,2019,170,305,-135,-44.3
Kushi Nagar,Crimes Against Children,2020,245,170,75,44.1
Kushi Nagar,Crimes Against Children,2021,264,245,19,7.8
Kushi Nagar,Crimes Against Children,2022,325,264,61,23.1
Kushi Nagar,Crimes Against Children,2023,422,325,97,29.8
Kushi Nagar,Crimes Against SCs,2018,181,143,38,26.6
Kushi Nagar,Crimes Against SCs,2019,172,181,-9,-5.0
Kushi Nagar,Crimes Against SCs,2020,222,172,50,29.1
Kushi Nagar,Crimes Against SCs,2021,199,222,-23,-10.4
Kushi Nagar,Crimes Against SCs,2022,237,199,38,19.1
Kushi Nagar,Crimes Against SCs,2023,287,237,50,21.1
Kushi Nagar,Crimes Against STs,2016,0,8,-8,-100.0
Kushi Nagar,Crimes Against STs,2018,0,0,0,
Kushi Nagar,Crimes Against STs,2019,0,0,0,
Kushi Nagar,Crimes Against STs,2020,0,0,0,
Kushi Nagar,Crimes Against STs,2021,0,0,0,
Kushi Nagar,Crimes Against STs,2022,0,0,0,
Kushi Nagar,Crimes Against STs,2023,0,0,0,
Kushi Nagar,Crimes Against Women,2018,528,591,-63,-10.7
Kushi Nagar,Crimes Against Women,2019,562,528,34,6.4
Kushi Nagar,Crimes Against Women,2020,505,562,-57,-10.1
Kushi Nagar,Crimes Against Women,2021,618,505,113,22.4
Kushi Nagar,Crimes Against Women,2022,764,618,146,23.6
Kushi Nagar,Crimes Against Women,2023,999,764,235,30.8
Kushi Nagar,Cyber Crimes,2019,80,90,-10,-11.1
Kushi Nagar,Cyber Crimes,2020,68,80,-12,-15.0
Kushi Nagar,Cyber Crimes,2021,87,68,19,27.9
Kushi Nagar,Cyber Crimes,2022,108,87,21,24.1
Kushi Nagar,Cyber Crimes,2023,130,108,22,20.4
Kushi Nagar,IPC Crimes,2018,3688,3296,392,11.9
Kushi Nagar,IPC Crimes,2019,3406,3688,-282,-7.6
Kushi Nagar,IPC Crimes,2020,2648,3406,-758,-22.3
Kushi Nagar,IPC Crimes,2021,3783,2648,1135,42.9
Kushi Nagar,IPC Crimes,2022,5623,3783,1840,48.6
Kushi Nagar,IPC Crimes,2023,7458,5623,1835,32.6
Kushi Nagar,Juvenile IPC,2019,0,86,-86,-100.0
Kushi Nagar,Juvenile IPC,2020,56,0,56,inf
Kushi Nagar,Juvenile IPC,2021,78,56,22,39.3
Kushi Nagar,Juvenile IPC,2022,103,78,25,32.1
Kushi Nagar,Juvenile IPC,2023,108,103,5,4.9
Kushi Nagar,Juvenile SLL,2019,0,0,0,
Kushi Nagar,Juvenile SLL,2020,0,0,0,
Kushi Nagar,Juvenile SLL,2021,0,0,0,
Kushi Nagar,Juvenile SLL,2022,0,0,0,
Kushi Nagar,Juvenile SLL,2023,0,0,0,
Kushi Nagar,Missing Persons,2019,0,0,0,
Kushi Nagar,Missing Persons,2020,0,0,0,
Kushi Nagar,Missing Persons,2021,31,0,31,inf
Kushi Nagar,Missing Persons,2022,43,31,12,38.7
Kushi Nagar,Missing Persons,2023,55,43,12,27.9
Kushi Nagar,SLL Crimes,2018,3245,3376,-131,-3.9
Kushi Nagar,SLL Crimes,2019,2623,3245,-622,-19.2
Kushi Nagar,SLL Crimes,2020,3819,2623,1196,45.6
Kushi Nagar,SLL Crimes,2021,3277,3819,-542,-14.2
Kushi Nagar,SLL Crimes,2022,3558,3277,281,8.6
Kushi Nagar,SLL Crimes,2023,3311,3558,-247,-6.9
Lalitpur,Crimes Against Children,2018,148,92,56,60.9
Lalitpur,Crimes Against Children,2019,36,148,-112,-75.7
Lalitpur,Crimes Against Children,2020,32,36,-4,-11.1
Lalitpur,Crimes Against Children,2021,51,32,19,59.4
Lalitpur,Crimes Against Children,2022,48,51,-3,-5.9
Lalitpur,Crimes Against Children,2023,49,48,1,2.1
Lalitpur,Crimes Against SCs,2018,154,125,29,23.2
Lalitpur,Crimes Against SCs,2019,63,154,-91,-59.1
Lalitpur,Crimes Against SCs,2020,106,63,43,68.3
Lalitpur,Crimes Against SCs,2021,144,106,38,35.8
Lalitpur,Crimes Against SCs,2022,22,144,-122,-84.7
Lalitpur,Crimes Against SCs,2023,113,22,91,413.6
Lalitpur,Crimes Against STs,2016,0,2,-2,-100.0
Lalitpur,Crimes Against STs,2018,0,0,0,
Lalitpur,Crimes Against STs,2019,0,0,0,
Lalitpur,Crimes Against STs,2020,0,0,0,
Lalitpur,Crimes Against STs,2021,0,0,0,
Lalitpur,Crimes Against STs,2022,0,0,0,
Lalitpur,Crimes Against STs,2023,0,0,0,
Lalitpur,Crimes Against Women,2018,395,197,198,100.5
Lalitpur,Crimes Against Women,2019,138,395,-257,-65.1
Lalitpur,Crimes Against Women,2020,110,138,-28,-20.3
Lalitpur,Crimes Against Women,2021,176,110,66,60.0
Lalitpur,Crimes Against Women,2022,212,176,36,20.5
Lalitpur,Crimes Against Women,2023,185,212,-27,-12.7
Lalitpur,Cyber Crimes,2019,16,37,-21,-56.8
Lalitpur,Cyber Crimes,2020,15,16,-1,-6.2
Lalitpur,Cyber Crimes,2021,20,15,5,33.3
Lalitpur,Cyber Crimes,2022,36,20,16,80.0
Lalitpur,Cyber Crimes,2023,38,36,2,5.6
Lalitpur,IPC Crimes,2018,2002,1139,863,75.8
Lalitpur,IPC Crimes,2019,1396,2002,-606,-30.3
Lalitpur,IPC Crimes,2020,1317,1396,-79,-5.7
Lalitpur,IPC Crimes,2021,1542,1317,225,17.1
Lalitpur,IPC Crimes,2022,1752,1542,210,13.6
Lalitpur,IPC Crimes,2023,2109,1752,357,20.4
Lalitpur,Juvenile IPC,2019,0,0,0,
Lalitpur,Juvenile IPC,2020,0,0,0,
Lalitpur,Juvenile IPC,2021,0,0,0,
Lalitpur,Juvenile IPC,2022,0,0,0,
Lalitpur,Juvenile IPC,2023,0,0,0,
Lalitpur,Juvenile SLL,2019,0,0,0,
Lalitpur,Juvenile SLL,2020,0,0,0,
Lalitpur,Juvenile SLL,2021,0,0,0,
Lalitpur,Juvenile SLL,2022,0,0,0,
Lalitpur,Juvenile SLL,2023,0,0,0,
Lalitpur,Missing Persons,2019,0,0,0,
Lalitpur,Missing Persons,2020,0,0,0,
Lalitpur,Missing Persons,2021,74,0,74,inf
Lalitpur,Missing Persons,2022,124,74,50,67.6
Lalitpur,Missing Persons,2023,132,124,8,6.5
Lalitpur,SLL Crimes,2018,2887,1652,1235,74.8
Lalitpur,SLL Crimes,2019,1741,2887,-1146,-39.7
Lalitpur,SLL Crimes,2020,2065,1741,324,18.6
Lalitpur,SLL Crimes,2021,2097,2065,32,1.5
Lalitpur,SLL Crimes,2022,7612,2097,5515,263.0
Lalitpur,SLL Crimes,2023,7125,7612,-487,-6.4
Lucknow,Assault,2015,441,95,346,364.2
Lucknow,Assault,2016,851,441,410,93.0
Lucknow,Assault,2017,1009,851,158,18.6
Lucknow,Assault,2018,48,1009,-961,-95.2
Lucknow,Assault,2019,117,48,69,143.8
Lucknow,Assault,2020,590,117,473,404.3
Lucknow,Assault,2021,938,590,348,59.0
Lucknow,Assault,2022,72,938,-866,-92.3
Lucknow,Assault,2023,478,72,406,563.9
Lucknow,Burglary,2015,191,332,-141,-42.5
Lucknow,Burglary,2016,180,191,-11,-5.8
Lucknow,Burglary,2017,605,180,425,236.1
Lucknow,Burglary,2018,58,605,-547,-90.4
Lucknow,Burglary,2019,113,58,55,94.8
Lucknow,Burglary,2020,926,113,813,719.5
Lucknow,Burglary,2021,1140,926,214,23.1
Lucknow,Burglary,2022,1043,1140,-97,-8.5
Lucknow,Burglary,2023,501,1043,-542,-52.0
Lucknow,Crimes Against Children,2018,839,1175,-336,-28.6
Lucknow,Crimes Against Children,2019,468,839,-371,-44.2
Lucknow,Crimes Against SCs,2018,463,420,43,10.2
Lucknow,Crimes Against SCs,2019,468,463,5,1.1
Lucknow,Crimes Against STs,2016,0,112,-112,-100.0
Lucknow,Crimes Against STs,2018,0,0,0,
Lucknow,Crimes Against STs,2019,0,0,0,
Lucknow,Crimes Against Women,2018,1969,3000,-1031,-34.4
Lucknow,Crimes Against Women,2019,2922,1969,953,48.4
Lucknow,Cyber Crimes,2019,1313,1000,313,31.3
Lucknow,Cybercrime,2015,1045,582,463,79.6
Lucknow,Cybercrime,2016,920,1045,-125,-12.0
Lucknow,Cybercrime,2017,1025,920,105,11.4
Lucknow,Cybercrime,2018,487,1025,-538,-52.5
Lucknow,Cybercrime,2019,392,487,-95,-19.5
Lucknow,Cybercrime,2020,152,392,-240,-61.2
Lucknow,Cybercrime,2021,400,152,248,163.2
Lucknow,Cybercrime,2022,244,400,-156,-39.0
Lucknow,Cybercrime,2023,825,244,581,238.1
Lucknow,Dowry Deaths,2015,713,386,327,84.7
Lucknow,Dowry Deaths,2016,383,713,-330,-46.3
Lucknow,Dowry Deaths,2017,82,383,-301,-78.6
Lucknow,Dowry Deaths,2018,578,82,496,604.9
Lucknow,Dowry Deaths,2019,360,578,-218,-37.7
Lucknow,Dowry Deaths,2020,557,360,197,54.7
Lucknow,Dowry Deaths,2021,655,557,98,17.6
Lucknow,Dowry Deaths,2022,189,655,-466,-71.1
Lucknow,Dowry Deaths,2023,60,189,-129,-68.3
Lucknow,Fraud,2015,661,523,138,26.4
Lucknow,Fraud,2016,405,661,-256,-38.7
Lucknow,Fraud,2017,997,405,592,146.2
Lucknow,Fraud,2018,372,997,-625,-62.7
Lucknow,Fraud,2019,923,372,551,148.1
Lucknow,Fraud,2020,69,923,-854,-92.5
Lucknow,Fraud,2021,653,69,584,846.4
Lucknow,Fraud,2022,301,653,-352,-53.9
Lucknow,Fraud,2023,617,301,316,105.0
Lucknow,IPC Crimes,2018,19867,19333,534,2.8
Lucknow,IPC Crimes,2019,19975,19867,108,0.5
Lucknow,Juvenile IPC,2019,60,68,-8,-11.8
Lucknow,Juvenile SLL,2019,4,17,-13,-76.5
Lucknow,Kidnapping,2015,1036,206,830,402.9
Lucknow,Kidnapping,2016,980,1036,-56,-5.4
Lucknow,Kidnapping,2017,1037,980,57,5.8
Lucknow,Kidnapping,2018,117,1037,-920,-88.7
Lucknow,Kidnapping,2019,552,117,435,371.8
Lucknow,Kidnapping,2020,289,552,-263,-47.6
Lucknow,Kidnapping,2021,531,289,242,83.7
Lucknow,Kidnapping,2022,877,531,346,65.2
Lucknow,Kidnapping,2023,908,877,31,3.5
Lucknow,Missing Persons,2019,0,0,0,
Lucknow,Murder,2015,965,580,385,66.4
Lucknow,Murder,2016,190,965,-775,-80.3
Lucknow,Murder,2017,837,190,647,340.5
Lucknow,Murder,2018,108,837,-729,-87.1
Lucknow,Murder,2019,1079,108,971,899.1
Lucknow,Murder,2020,510,1079,-569,-52.7
Lucknow,Murder,2021,1037,510,527,103.3
Lucknow,Murder,2022,944,1037,-93,-9.0
Lucknow,Murder,2023,1100,944,156,16.5
Lucknow,Rape,2015,900,682,218,32.0
Lucknow,Rape,2016,727,900,-173,-19.2
Lucknow,Rape,2017,178,727,-549,-75.5
Lucknow,Rape,2018,41,178,-137,-77.0
Lucknow,Rape,2019,1059,41,1018,2482.9
Lucknow,Rape,2020,822,1059,-237,-22.4
Lucknow,Rape,2021,714,822,-108,-13.1
Lucknow,Rape,2022,1060,714,346,48.5
Lucknow,Rape,2023,129,1060,-931,-87.8
Lucknow,Robbery,2015,984,1068,-84,-7.9
Lucknow,Robbery,2016,303,984,-681,-69.2
Lucknow,Robbery,2017,135,303,-168,-55.4
Lucknow,Robbery,2018,401,135,266,197.0
Lucknow,Robbery,2019,1057,401,656,163.6
Lucknow,Robbery,2020,270,1057,-787,-74.5
Lucknow,Robbery,2021,670,270,400,148.1
Lucknow,Robbery,2022,657,670,-13,-1.9
Lucknow,Robbery,2023,420,657,-237,-36.1
Lucknow,SLL Crimes,2018,5423,4004,1419,35.4
Lucknow,SLL Crimes,2019,6970,5423,1547,28.5
Lucknow,Theft,2015,649,555,94,16.9
Lucknow,Theft,2016,81,649,-568,-87.5
Lucknow,Theft,2017,975,81,894,1103.7
Lucknow,Theft,2018,1112,975,137,14.1
Lucknow,Theft,2019,1096,1112,-16,-1.4
Lucknow,Theft,2020,1135,1096,39,3.6
Lucknow,Theft,2021,877,1135,-258,-22.7
Lucknow,Theft,2022,492,877,-385,-43.9
Lucknow,Theft,2023,569,492,77,15.7
Lucknow Commissionarate,Crimes Against Children,2021,633,604,29,4.8
Lucknow Commissionarate,Crimes Against Children,2022,398,633,-235,-37.1
Lucknow Commissionarate,Crimes Against Children,2023,844,398,446,112.1
Lucknow Commissionarate,Crimes Against SCs,2021,268,295,-27,-9.2
Lucknow Commissionarate,Crimes Against SCs,2022,420,268,152,56.7
Lucknow Commissionarate,Crimes Against SCs,2023,514,420,94,22.4
Lucknow Commissionarate,Crimes Against STs,2021,0,0,0,
Lucknow Commissionarate,Crimes Against STs,2022,0,0,0,
Lucknow Commissionarate,Crimes Against STs,2023,0,0,0,
Lucknow Commissionarate,Crimes Against Women,2021,2161,2636,-475,-18.0
Lucknow Commissionarate,Crimes Against Women,2022,2186,2161,25,1.2
Lucknow Commissionarate,Crimes Against Women,2023,2869,2186,683,31.2
Lucknow Commissionarate,Cyber Crimes,2021,1067,1465,-398,-27.2
Lucknow Commissionarate,Cyber Crimes,2022,1134,1067,67,6.3
Lucknow Commissionarate,Cyber Crimes,2023,1453,1134,319,28.1
Lucknow Commissionarate,IPC Crimes,2021,14175,14515,-340,-2.3
Lucknow Commissionarate,IPC Crimes,2022,15115,14175,940,6.6
Lucknow Commissionarate,IPC Crimes,2023,16009,15115,894,5.9
Lucknow Commissionarate,Juvenile IPC,2021,66,87,-21,-24.1
Lucknow Commissionarate,Juvenile IPC,2022,0,66,-66,-100.0
Lucknow Commissionarate,Juvenile IPC,2023,0,0,0,
Lucknow Commissionarate,Juvenile SLL,2021,24,33,-9,-27.3
Lucknow Commissionarate,Juvenile SLL,2022,0,24,-24,-100.0
Lucknow Commissionarate,Juvenile SLL,2023,0,0,0,
Lucknow Commissionarate,Missing Persons,2021,0,0,0,
Lucknow Commissionarate,Missing Persons,2022,337,0,337,inf
Lucknow Commissionarate,Missing Persons,2023,0,337,-337,-100.0
Lucknow Commissionarate,SLL Crimes,2021,2961,4823,-1862,-38.6
Lucknow Commissionarate,SLL Crimes,2022,3943,2961,982,33.2
Lucknow Commissionarate,SLL Crimes,2023,2722,3943,-1221,-31.0
Lucknow Grameen,Crimes Against Children,2021,39,34,5,14.7
Lucknow Grameen,Crimes Against Children,2022,0,39,-39,-100.0
Lucknow Grameen,Crimes Against SCs,2021,8,138,-130,-94.2
Lucknow Grameen,Crimes Against SCs,2022,0,8,-8,-100.0
Lucknow Grameen,Crimes Against STs,2021,0,0,0,
Lucknow Grameen,Crimes Against STs,2022,0,0,0,
Lucknow Grameen,Crimes Against Women,2021,173,211,-38,-18.0
Lucknow Grameen,Crimes Against Women,2022,0,173,-173,-100.0
Lucknow Grameen,Cyber Crimes,2021,17,20,-3,-15.0
Lucknow Grameen,Cyber Crimes,2022,0,17,-17,-100.0
Lucknow Grameen,IPC Crimes,2021,634,1477,-843,-57.1
Lucknow Grameen,IPC Crimes,2022,0,634,-634,-100.0
Lucknow Grameen,Juvenile IPC,2021,0,0,0,
Lucknow Grameen,Juvenile IPC,2022,0,0,0,
Lucknow Grameen,Juvenile SLL,2021,0,0,0,
Lucknow Grameen,Juvenile SLL,2022,0,0,0,
Lucknow Grameen,Missing Persons,2021,46,0,46,inf
Lucknow Grameen,Missing Persons,2022,0,46,-46,-100.0
Lucknow Grameen,SLL Crimes,2021,745,998,-253,-25.4
Lucknow Grameen,SLL Crimes,2022,0,745,-745,-100.0
Maharajganj,Crimes Against Children,2018,220,185,35,18.9
Maharajganj,Crimes Against Children,2019,301,220,81,36.8
Maharajganj,Crimes Against Children,2020,260,301,-41,-13.6
Maharajganj,Crimes Against Children,2021,132,260,-128,-49.2
Maharajganj,Crimes Against Children,2022,93,132,-39,-29.5
Maharajganj,Crimes Against Children,2023,125,93,32,34.4
Maharajganj,Crimes Against SCs,2018,88,75,13,17.3
Maharajganj,Crimes Against SCs,2019,91,88,3,3.4
Maharajganj,Crimes Against SCs,2020,127,91,36,39.6
Maharajganj,Crimes Against SCs,2021,108,127,-19,-15.0
Maharajganj,Crimes Against SCs,2022,149,108,41,38.0
Maharajganj,Crimes Against SCs,2023,190,149,41,27.5
Maharajganj,Crimes Against STs,2016,0,0,0,
Maharajganj,Crimes Against STs,2018,0,0,0,
Maharajganj,Crimes Against STs,2019,0,0,0,
Maharajganj,Crimes Against STs,2020,0,0,0,
Maharajganj,Crimes Against STs,2021,0,0,0,
Maharajganj,Crimes Against STs,2022,0,0,0,
Maharajganj,Crimes Against STs,2023,0,0,0,
Maharajganj,Crimes Against Women,2018,382,258,124,48.1
Maharajganj,Crimes Against Women,2019,469,382,87,22.8
Maharajganj,Crimes Against Women,2020,419,469,-50,-10.7
Maharajganj,Crimes Against Women,2021,344,419,-75,-17.9
Maharajganj,Crimes Against Women,2022,329,344,-15,-4.4
Maharajganj,Crimes Against Women,2023,539,329,210,63.8
Maharajganj,Cyber Crimes,2019,61,54,7,13.0
Maharajganj,Cyber Crimes,2020,56,61,-5,-8.2
Maharajganj,Cyber Crimes,2021,49,56,-7,-12.5
Maharajganj,Cyber Crimes,2022,52,49,3,6.1
Maharajganj,Cyber Crimes,2023,66,52,14,26.9
Maharajganj,IPC Crimes,2018,995,1164,-169,-14.5
Maharajganj,IPC Crimes,2019,1820,995,825,82.9
Maharajganj,IPC Crimes,2020,1676,1820,-144,-7.9
Maharajganj,IPC Crimes,2021,1606,1676,-70,-4.2
Maharajganj,IPC Crimes,2022,3050,1606,1444,89.9
Maharajganj,IPC Crimes,2023,5022,3050,1972,64.7
Maharajganj,Juvenile IPC,2019,13,7,6,85.7
Maharajganj,Juvenile IPC,2020,19,13,6,46.2
Maharajganj,Juvenile IPC,2021,10,19,-9,-47.4
Maharajganj,Juvenile IPC,2022,9,10,-1,-10.0
Maharajganj,Juvenile IPC,2023,13,9,4,44.4
Maharajganj,Juvenile SLL,2019,20,21,-1,-4.8
Maharajganj,Juvenile SLL,2020,22,20,2,10.0
Maharajganj,Juvenile SLL,2021,8,22,-14,-63.6
Maharajganj,Juvenile SLL,2022,5,8,-3,-37.5
Maharajganj,Juvenile SLL,2023,0,5,-5,-100.0
Maharajganj,Missing Persons,2019,0,0,0,
Maharajganj,Missing Persons,2020,0,0,0,
Maharajganj,Missing Persons,2021,34,0,34,inf
Maharajganj,Missing Persons,2022,0,34,-34,-100.0
Maharajganj,Missing Persons,2023,0,0,0,
Maharajganj,SLL Crimes,2018,3306,2720,586,21.5
Maharajganj,SLL Crimes,2019,3278,3306,-28,-0.8
Maharajganj,SLL Crimes,2020,3274,3278,-4,-0.1
